Src,Dst,Time,Cost
s13,s20,22.655683613610076,1.9823723161908817
s20,s15,17.232527382830412,1.507846145997661
s15,s20,17.232527382830412,1.507846145997661
s20,s17,13.994284547628721,1.2244998979175132
s17,s20,13.994284547628721,1.2244998979175132
s21,s4,7.919595949289333,0.6929646455628167
s4,s21,7.919595949289333,0.6929646455628167
s21,s9,5.824087911424415,0.5096076922496363
s9,s21,5.824087911424415,0.5096076922496363
s21,s14,4.308131845707603,0.3769615364994153
s14,s21,4.308131845707603,0.3769615364994153
s21,s16,13.023056476879766,1.1395174417269796
s16,s21,13.023056476879766,1.1395174417269796
s22,s4,6.881860213634102,0.6021627686929839
s4,s22,6.881860213634102,0.6021627686929839
s22,s5,16.01998751560063,1.4017489076150553
s5,s22,16.01998751560063,1.4017489076150553
s22,s9,15.28397853963424,1.3373481222179961
s9,s22,15.28397853963424,1.3373481222179961
s22,s14,8.94427190999916,0.7826237921249265
s14,s22,8.94427190999916,0.7826237921249265
s22,s16,4.0,0.35000000000000003
s16,s22,4.0,0.35000000000000003
s22,s21,9.600000000000001,0.8400000000000001
s21,s22,9.600000000000001,0.8400000000000001
s23,s0,15.178932768808222,1.3281566172707195
s0,s23,15.178932768808222,1.3281566172707195
s23,s2,19.01578291840754,1.66388100536066
s2,s23,19.01578291840754,1.66388100536066
s23,s5,9.666436778875658,0.8458132181516201
s5,s23,9.666436778875658,0.8458132181516201
s23,s7,22.242302039132554,1.9462014284240985
s7,s23,22.242302039132554,1.9462014284240985
s23,s16,20.645580640902306,1.8064883060789518
s16,s23,20.645580640902306,1.8064883060789518
s23,s22,22.184679398179277,1.9411594473406868
s22,s23,22.184679398179277,1.9411594473406868
s24,s12,7.589466384404111,0.6640783086353598
s12,s24,7.589466384404111,0.6640783086353598
s24,s17,9.666436778875658,0.8458132181516201
s17,s24,9.666436778875658,0.8458132181516201
s24,s20,17.88854381999832,1.565247584249853
s20,s24,17.88854381999832,1.565247584249853
