Src,Dst,Time,Cost
s1,s12,20.938003725283842,1.8320753259623361
s12,s7,10.4,0.9100000000000001
s7,s12,10.4,0.9100000000000001
s12,s9,8.158431221748456,0.7138627319029899
s9,s12,8.158431221748456,0.7138627319029899
s12,s10,23.364930986416375,2.044431461311433
s10,s12,23.364930986416375,2.044431461311433
s13,s4,5.059644256269408,0.44271887242357316
s4,s13,5.059644256269408,0.44271887242357316
s14,s1,12.237646832622685,1.070794097854485
s1,s14,12.237646832622685,1.070794097854485
s14,s7,18.41738309315414,1.6115210206509873
s7,s14,18.41738309315414,1.6115210206509873
s14,s9,16.876018487783192,1.4766516176810294
s9,s14,16.876018487783192,1.4766516176810294
s14,s10,4.800000000000001,0.42000000000000004
s10,s14,4.800000000000001,0.42000000000000004
s14,s12,20.753794833716555,1.8159570479501987
s12,s14,20.753794833716555,1.8159570479501987
s15,s0,16.079800993793423,1.4069825869569248
s0,s15,16.079800993793423,1.4069825869569248
s15,s2,23.74531532744933,2.0777150911518163
s2,s15,23.74531532744933,2.0777150911518163
s15,s6,16.970562748477143,1.48492424049175
s6,s15,16.970562748477143,1.48492424049175
s15,s11,21.12060605191054,1.8480530295421722
s11,s15,21.12060605191054,1.8480530295421722
s16,s5,18.727519857151403,1.6386579875007476
s5,s16,18.727519857151403,1.6386579875007476
s17,s0,18.880677953929517,1.6520593209688328
s0,s17,18.880677953929517,1.6520593209688328
s17,s3,14.75127113166862,1.2907362240210043
s3,s17,14.75127113166862,1.2907362240210043
s17,s8,2.2627416997969525,0.19798989873223333
s8,s17,2.2627416997969525,0.19798989873223333
s17,s11,21.96724834839357,1.9221342304844375
s11,s17,21.96724834839357,1.9221342304844375
s18,s2,13.41044369139217,1.173413822996815
s2,s18,13.41044369139217,1.173413822996815
s18,s11,17.10204666114556,1.4964290828502365
s11,s18,17.10204666114556,1.4964290828502365
s19,s0,20.015993605114886,1.7513994404475528
s0,s19,20.015993605114886,1.7513994404475528
s19,s2,19.0829767070025,1.669760461862719
s2,s19,19.0829767070025,1.669760461862719
s19,s3,17.977764043395386,1.5730543537970962
s3,s19,17.977764043395386,1.5730543537970962
s19,s8,12.211470017978998,1.0685036265731624
s8,s19,12.211470017978998,1.0685036265731624
s19,s11,17.977764043395386,1.5730543537970962
s11,s19,17.977764043395386,1.5730543537970962
s19,s17,12.924395537122809,1.1308846094982459
s17,s19,12.924395537122809,1.1308846094982459
s20,s0,20.44309174268902,1.7887705274852894
s0,s20,20.44309174268902,1.7887705274852894
s20,s6,23.255106965997815,2.034821859524809
s6,s20,23.255106965997815,2.034821859524809
s20,s7,19.332873557751316,1.6916264363032403
s7,s20,19.332873557751316,1.6916264363032403
s20,s9,20.9990475974507,1.8374166647769365
s9,s20,20.9990475974507,1.8374166647769365
s20,s10,17.120747647226157,1.4980654191322889
s10,s20,17.120747647226157,1.4980654191322889
s20,s14,21.13575170179665,1.849378273907207
s14,s20,21.13575170179665,1.849378273907207
s20,s15,8.94427190999916,0.7826237921249265
s15,s20,8.94427190999916,0.7826237921249265
s21,s5,16.19876538505327,1.4173919711921612
s5,s21,16.19876538505327,1.4173919711921612
s21,s16,14.88086019019062,1.3020752666416793
s16,s21,14.88086019019062,1.3020752666416793
s21,s19,20.938003725283842,1.8320753259623361
s19,s21,20.938003725283842,1.8320753259623361
s22,s4,23.54230235129946,2.0599514557387026
s4,s22,23.54230235129946,2.0599514557387026
s23,s7,7.37563556583431,0.6453681120105021
s7,s23,7.37563556583431,0.6453681120105021
s23,s9,10.119288512538816,0.8854377448471463
s9,s23,10.119288512538816,0.8854377448471463
s23,s10,20.25438224187546,1.772258446164103
s10,s23,20.25438224187546,1.772258446164103
s23,s12,17.672577627499617,1.5463505424062167
s12,s23,17.672577627499617,1.5463505424062167
s23,s14,21.54065922853802,1.8848076824970765
s14,s23,21.54065922853802,1.8848076824970765
s23,s15,22.22791038311969,1.9449421585229727
s15,s23,22.22791038311969,1.9449421585229727
s23,s20,14.153444810363306,1.2384264209067892
s20,s23,14.153444810363306,1.2384264209067892
s24,s0,18.277855454073382,1.599312352231421
s0,s24,18.277855454073382,1.599312352231421
s24,s2,22.414281161795042,1.9612496016570662
s2,s24,22.414281161795042,1.9612496016570662
s24,s3,14.686047800548657,1.2850291825480076
s3,s24,14.686047800548657,1.2850291825480076
s24,s8,4.0,0.35000000000000003
s8,s24,4.0,0.35000000000000003
s24,s11,19.807069445023917,1.7331185764395929
s11,s24,19.807069445023917,1.7331185764395929
s24,s17,4.308131845707603,0.3769615364994153
s17,s24,4.308131845707603,0.3769615364994153
s24,s19,8.616263691415206,0.7539230729988305
s19,s24,8.616263691415206,0.7539230729988305
