Src,Dst,Time,Cost
s6,s17,15.28397853963424,1.3373481222179961
s17,s7,16.19876538505327,1.4173919711921612
s7,s17,16.19876538505327,1.4173919711921612
s17,s8,9.05096679918781,0.7919595949289333
s8,s17,9.05096679918781,0.7919595949289333
s17,s11,20.39607805437114,1.784656829757475
s11,s17,20.39607805437114,1.784656829757475
s17,s12,21.54065922853802,1.8848076824970765
s12,s17,21.54065922853802,1.8848076824970765
s18,s2,15.758172482873768,1.3788400922514548
s2,s18,15.758172482873768,1.3788400922514548
s18,s3,23.033888078220752,2.0154652068443157
s3,s18,23.033888078220752,2.0154652068443157
s18,s6,21.04471430074545,1.841412501315227
s6,s18,21.04471430074545,1.841412501315227
s18,s7,21.181123671797963,1.8533483212823219
s7,s18,21.181123671797963,1.8533483212823219
s18,s8,8.039900496896712,0.7034912934784624
s8,s18,8.039900496896712,0.7034912934784624
s18,s11,23.528705871764387,2.0587617637793842
s11,s18,23.528705871764387,2.0587617637793842
s18,s12,18.10193359837562,1.5839191898578666
s12,s18,18.10193359837562,1.5839191898578666
s18,s13,22.126906697502932,1.9361043360315064
s13,s18,22.126906697502932,1.9361043360315064
s18,s17,5.824087911424415,0.5096076922496363
s17,s18,5.824087911424415,0.5096076922496363
s19,s2,17.54536975956905,1.5352198539622917
s2,s19,17.54536975956905,1.5352198539622917
s19,s3,22.740272645683035,1.9897738564972656
s3,s19,22.740272645683035,1.9897738564972656
s19,s8,6.596969000988257,0.5772347875864725
s8,s19,6.596969000988257,0.5772347875864725
s19,s12,6.449806198638839,0.5643580423808985
s12,s19,6.449806198638839,0.5643580423808985
s19,s13,10.182337649086286,0.8909545442950499
s13,s19,10.182337649086286,0.8909545442950499
s19,s17,15.094369811290566,1.3207573584879246
s17,s19,15.094369811290566,1.3207573584879246
s19,s18,12.0,1.05
s18,s19,12.0,1.05
s20,s6,8.94427190999916,0.7826237921249265
s6,s20,8.94427190999916,0.7826237921249265
s20,s7,8.616263691415206,0.7539230729988305
s7,s20,8.616263691415206,0.7539230729988305
s20,s11,16.0,1.4000000000000001
s11,s20,16.0,1.4000000000000001
s20,s17,23.323807579381203,2.040833163195855
s17,s20,23.323807579381203,2.040833163195855
s21,s6,16.492422502470642,1.4430869689661814
s6,s21,16.492422502470642,1.4430869689661814
s21,s7,23.54230235129946,2.0599514557387026
s7,s21,23.54230235129946,2.0599514557387026
s21,s8,20.86144769664848,1.825376673456742
s8,s21,20.86144769664848,1.825376673456742
s21,s16,22.58495074158897,1.9761831898890347
s16,s21,22.58495074158897,1.9761831898890347
s21,s17,20.86144769664848,1.825376673456742
s17,s21,20.86144769664848,1.825376673456742
s21,s20,23.323807579381203,2.040833163195855
s20,s21,23.323807579381203,2.040833163195855
s22,s0,22.285421243494593,1.949974358805777
s0,s22,22.285421243494593,1.949974358805777
s22,s1,20.505608988762077,1.7942407865166816
s1,s22,20.505608988762077,1.7942407865166816
s22,s4,2.4000000000000004,0.21000000000000002
s4,s22,2.4000000000000004,0.21000000000000002
s22,s10,22.314121089570165,1.9524855953373896
s10,s22,22.314121089570165,1.9524855953373896
s23,s16,23.69134863193736,2.072993005294519
s16,s23,23.69134863193736,2.072993005294519
s24,s6,3.2,0.28
s6,s24,3.2,0.28
s24,s7,4.0,0.35000000000000003
s7,s24,4.0,0.35000000000000003
s24,s8,23.033888078220752,2.0154652068443157
s8,s24,23.033888078220752,2.0154652068443157
s24,s11,13.693794214898952,1.1982069938036584
s11,s24,13.693794214898952,1.1982069938036584
s24,s17,15.28397853963424,1.3373481222179961
s17,s24,15.28397853963424,1.3373481222179961
s24,s18,20.8,1.8200000000000003
s18,s24,20.8,1.8200000000000003
s24,s20,8.039900496896712,0.7034912934784624
s20,s24,8.039900496896712,0.7034912934784624
s24,s21,19.612241075410022,1.716071094098377
s21,s24,19.612241075410022,1.716071094098377
